measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,61,Moldova,3,Both,1,Under 5,294,All causes,102,Alcohol use,3,Rate,2015,0.1192648597,0.1892478281,0.07189253211
1,Deaths,61,Moldova,3,Both,1,Under 5,294,All causes,103,Drug use,3,Rate,2015,0.05041946451,0.06909515946,0.036209840459999997
1,Deaths,50,Montenegro,1,Male,25,50-69 years,294,All causes,99,Smoking,3,Rate,2015,557.5884599240001,632.526027039,483.48754644400003
1,Deaths,50,Montenegro,1,Male,25,50-69 years,294,All causes,102,Alcohol use,3,Rate,2015,95.559965121,119.433214422,71.915285662
1,Deaths,50,Montenegro,1,Male,25,50-69 years,294,All causes,103,Drug use,3,Rate,2015,13.232490164000001,17.466071586,9.273510659
1,Deaths,50,Montenegro,1,Male,25,50-69 years,294,All causes,116,Diet high in red meat,3,Rate,2015,3.104182906,4.980013182,1.4085227120000001
1,Deaths,50,Montenegro,1,Male,25,50-69 years,294,All causes,125,Low physical activity,3,Rate,2015,46.80074926,64.536579885,31.141872750999998
1,Deaths,50,Montenegro,2,Female,23,5-14 years,294,All causes,102,Alcohol use,3,Rate,2015,0.3429591516,0.49447417039999997,0.2346224846
1,Deaths,50,Montenegro,2,Female,23,5-14 years,294,All causes,103,Drug use,3,Rate,2015,0.001219614187,0.0023125032560000003,0.0005994617247
1,Deaths,50,Montenegro,2,Female,24,15-49 years,294,All causes,99,Smoking,3,Rate,2015,16.437926388,19.006957882,13.940957433
1,Deaths,50,Montenegro,2,Female,24,15-49 years,294,All causes,102,Alcohol use,3,Rate,2015,5.683680502,6.866442708999999,4.664471271
1,Deaths,50,Montenegro,2,Female,24,15-49 years,294,All causes,103,Drug use,3,Rate,2015,1.8084178009999998,2.409207627,1.312396489
1,Deaths,50,Montenegro,2,Female,24,15-49 years,294,All causes,116,Diet high in red meat,3,Rate,2015,0.16737301389999998,0.27742451040000005,0.070885784
1,Deaths,50,Montenegro,2,Female,24,15-49 years,294,All causes,125,Low physical activity,3,Rate,2015,1.745803274,2.2441217879999997,1.296694518
1,Deaths,11,Indonesia,1,Male,23,5-14 years,294,All causes,102,Alcohol use,3,Rate,2015,0.1661151941,0.26015757159999997,0.09966695416000002
1,Deaths,11,Indonesia,1,Male,23,5-14 years,294,All causes,103,Drug use,3,Rate,2015,0.03802020387,0.1844621806,0.001969794994
1,Deaths,50,Montenegro,3,Both,1,Under 5,294,All causes,102,Alcohol use,3,Rate,2015,0.1967724756,0.4567545602,0.08324362283999999
1,Deaths,50,Montenegro,3,Both,1,Under 5,294,All causes,103,Drug use,3,Rate,2015,0.004185911706,0.007283732373000001,0.002290785339
1,Deaths,49,Macedonia,3,Both,22,All Ages,294,All causes,99,Smoking,3,Rate,2015,148.081721272,163.04041491799998,133.600120898
1,Deaths,49,Macedonia,3,Both,22,All Ages,294,All causes,102,Alcohol use,3,Rate,2015,26.987277669999997,35.282567842,19.049995171000003
1,Deaths,49,Macedonia,3,Both,22,All Ages,294,All causes,103,Drug use,3,Rate,2015,3.729061791,4.923455344,2.560575922
1,Deaths,49,Macedonia,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,3,Rate,2015,0.6558082987,1.1005704440000001,0.2835605301
1,Deaths,49,Macedonia,3,Both,22,All Ages,294,All causes,125,Low physical activity,3,Rate,2015,38.646161556,48.069065087000006,29.706969508000004
1,Deaths,11,Indonesia,2,Female,1,Under 5,294,All causes,102,Alcohol use,3,Rate,2015,0.014568283290000001,0.03910228941,0.004658632946
1,Deaths,11,Indonesia,2,Female,1,Under 5,294,All causes,103,Drug use,3,Rate,2015,0.24580710940000003,0.9632518413,0.022643612849999998
1,Deaths,22,Fiji,1,Male,24,15-49 years,294,All causes,99,Smoking,3,Rate,2015,59.416232398000005,83.19255430300001,40.73655291
1,Deaths,22,Fiji,1,Male,24,15-49 years,294,All causes,102,Alcohol use,3,Rate,2015,22.269220790000002,28.351516812,16.974491882
1,Deaths,22,Fiji,1,Male,24,15-49 years,294,All causes,103,Drug use,3,Rate,2015,2.901570952,3.9959806600000003,2.061739178
1,Deaths,22,Fiji,1,Male,24,15-49 years,294,All causes,116,Diet high in red meat,3,Rate,2015,1.672638609,3.323637429,0.24863384170000002
1,Deaths,22,Fiji,1,Male,24,15-49 years,294,All causes,125,Low physical activity,3,Rate,2015,22.369602812,32.190085039,14.725216897
1,Deaths,22,Fiji,1,Male,26,70+ years,294,All causes,99,Smoking,3,Rate,2015,694.759376347,949.7799910599999,472.046155483
1,Deaths,22,Fiji,1,Male,26,70+ years,294,All causes,102,Alcohol use,3,Rate,2015,83.499285392,134.967442136,39.26998761
1,Deaths,22,Fiji,1,Male,26,70+ years,294,All causes,103,Drug use,3,Rate,2015,6.947360816,9.604115621,4.842587441
1,Deaths,22,Fiji,1,Male,26,70+ years,294,All causes,116,Diet high in red meat,3,Rate,2015,36.087745684,68.10612394500001,5.579826757
1,Deaths,22,Fiji,1,Male,26,70+ years,294,All causes,125,Low physical activity,3,Rate,2015,752.7031004429999,913.02646324,593.924196437
1,Deaths,38,Mongolia,3,Both,22,All Ages,294,All causes,99,Smoking,3,Rate,2015,120.632699691,134.328776039,107.056566048
1,Deaths,38,Mongolia,3,Both,22,All Ages,294,All causes,102,Alcohol use,3,Rate,2015,70.923205931,79.040043056,61.836472013999995
1,Deaths,38,Mongolia,3,Both,22,All Ages,294,All causes,103,Drug use,3,Rate,2015,22.119720234,27.619497268000003,15.868837362999999
1,Deaths,38,Mongolia,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,3,Rate,2015,0.8721724043000001,1.348461228,0.41049947870000003
1,Deaths,38,Mongolia,3,Both,22,All Ages,294,All causes,125,Low physical activity,3,Rate,2015,15.184939548000001,21.120444579999997,9.642255463
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,99,Smoking,3,Rate,2015,93.244900927,104.95890164699999,82.39056915
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,102,Alcohol use,3,Rate,2015,24.874618975,28.764287708,20.923749253
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,103,Drug use,3,Rate,2015,1.0920744900000001,1.327512564,0.9010725988999999
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,3,Rate,2015,0.3371847242,0.5940211395,0.1069283485
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,125,Low physical activity,3,Rate,2015,9.813976067,13.548045536,6.236004265000001
1,Deaths,22,Fiji,2,Female,22,All Ages,294,All causes,99,Smoking,3,Rate,2015,24.959738948000002,35.399018088,16.621353278999997
1,Deaths,22,Fiji,2,Female,22,All Ages,294,All causes,102,Alcohol use,3,Rate,2015,3.83076258,6.127359666,2.004894304
1,Deaths,22,Fiji,2,Female,22,All Ages,294,All causes,103,Drug use,3,Rate,2015,0.7888752407,1.094511117,0.5804651664
1,Deaths,22,Fiji,2,Female,22,All Ages,294,All causes,116,Diet high in red meat,3,Rate,2015,4.830247781,9.312561451,0.74711661
1,Deaths,22,Fiji,2,Female,22,All Ages,294,All causes,125,Low physical activity,3,Rate,2015,55.46963075199999,73.600863107,40.073718991999996
1,Deaths,22,Fiji,3,Both,1,Under 5,294,All causes,102,Alcohol use,3,Rate,2015,0.20610127649999999,0.3819618996,0.10214301939999999
1,Deaths,22,Fiji,3,Both,1,Under 5,294,All causes,103,Drug use,3,Rate,2015,0.01449650426,0.02987528376,0.0059749886819999995
1,Deaths,61,Moldova,3,Both,25,50-69 years,294,All causes,99,Smoking,3,Rate,2015,262.888148427,287.27513272299996,237.932335585
1,Deaths,61,Moldova,3,Both,25,50-69 years,294,All causes,102,Alcohol use,3,Rate,2015,229.622446932,290.62558896800005,160.521373618
1,Deaths,61,Moldova,3,Both,25,50-69 years,294,All causes,103,Drug use,3,Rate,2015,22.699401597,29.437217745,17.337949248
1,Deaths,61,Moldova,3,Both,25,50-69 years,294,All causes,116,Diet high in red meat,3,Rate,2015,0.7425725926,1.305731348,0.2612507842
1,Deaths,61,Moldova,3,Both,25,50-69 years,294,All causes,125,Low physical activity,3,Rate,2015,44.586873264000005,59.257348766999996,30.210992554
1,Deaths,44,Bosnia and Herzegovina,2,Female,22,All Ages,294,All causes,99,Smoking,3,Rate,2015,69.940218236,85.197715089,55.81925506700001
1,Deaths,44,Bosnia and Herzegovina,2,Female,22,All Ages,294,All causes,102,Alcohol use,3,Rate,2015,9.807219612,13.390180538000001,6.656532787
1,Deaths,44,Bosnia and Herzegovina,2,Female,22,All Ages,294,All causes,103,Drug use,3,Rate,2015,1.5416091630000002,2.252607737,0.8887625881
1,Deaths,44,Bosnia and Herzegovina,2,Female,22,All Ages,294,All causes,116,Diet high in red meat,3,Rate,2015,0.3265813575,0.5798677648,0.12568629020000002
1,Deaths,44,Bosnia and Herzegovina,2,Female,22,All Ages,294,All causes,125,Low physical activity,3,Rate,2015,31.774261151,39.727182593,24.148318334
1,Deaths,44,Bosnia and Herzegovina,2,Female,23,5-14 years,294,All causes,102,Alcohol use,3,Rate,2015,0.10632263639999999,0.1511898176,0.07419368443999999
1,Deaths,44,Bosnia and Herzegovina,2,Female,23,5-14 years,294,All causes,103,Drug use,3,Rate,2015,0.0003615564514,0.000746561124,0.0001637030067
1,Deaths,44,Bosnia and Herzegovina,2,Female,24,15-49 years,294,All causes,99,Smoking,3,Rate,2015,9.564383799,11.119878036,8.084488218
1,Deaths,44,Bosnia and Herzegovina,2,Female,24,15-49 years,294,All causes,102,Alcohol use,3,Rate,2015,2.318526458,2.9099777749999998,1.935635919
1,Deaths,44,Bosnia and Herzegovina,2,Female,24,15-49 years,294,All causes,103,Drug use,3,Rate,2015,0.8808044186,1.180489653,0.447960474
1,Deaths,44,Bosnia and Herzegovina,2,Female,24,15-49 years,294,All causes,116,Diet high in red meat,3,Rate,2015,0.04826303552,0.08531529829,0.01977098947
1,Deaths,44,Bosnia and Herzegovina,2,Female,24,15-49 years,294,All causes,125,Low physical activity,3,Rate,2015,1.351711398,1.68504539,1.014702775
1,Deaths,11,Indonesia,2,Female,22,All Ages,294,All causes,99,Smoking,3,Rate,2015,18.286606064,26.611980866,11.95448931
1,Deaths,11,Indonesia,2,Female,22,All Ages,294,All causes,102,Alcohol use,3,Rate,2015,9.319879609000001,12.256011541,6.864761963
1,Deaths,11,Indonesia,2,Female,22,All Ages,294,All causes,103,Drug use,3,Rate,2015,1.4737528549999999,3.0018085450000003,0.8058808816999999
1,Deaths,11,Indonesia,2,Female,22,All Ages,294,All causes,116,Diet high in red meat,3,Rate,2015,0.03206185397,0.0731935927,0.005110333134
1,Deaths,11,Indonesia,2,Female,22,All Ages,294,All causes,125,Low physical activity,3,Rate,2015,22.206606809,28.517359169,16.839172167
1,Deaths,16,Philippines,3,Both,23,5-14 years,294,All causes,102,Alcohol use,3,Rate,2015,0.8339612577000001,1.113066992,0.6402588951
1,Deaths,16,Philippines,3,Both,23,5-14 years,294,All causes,103,Drug use,3,Rate,2015,0.02488645237,0.03196626892,0.018963386590000002
1,Deaths,16,Philippines,3,Both,24,15-49 years,294,All causes,99,Smoking,3,Rate,2015,29.197410913,33.613780397,25.093890144
1,Deaths,16,Philippines,3,Both,24,15-49 years,294,All causes,102,Alcohol use,3,Rate,2015,18.053529493,20.799093181,15.522357717000002
1,Deaths,16,Philippines,3,Both,24,15-49 years,294,All causes,103,Drug use,3,Rate,2015,1.360017632,1.6502381190000002,1.133748174
1,Deaths,16,Philippines,3,Both,24,15-49 years,294,All causes,116,Diet high in red meat,3,Rate,2015,0.1229046234,0.22096937760000002,0.03922925771
1,Deaths,16,Philippines,3,Both,24,15-49 years,294,All causes,125,Low physical activity,3,Rate,2015,2.278987813,3.5450299039999997,1.1352729419999998
1,Deaths,6,China,1,Male,26,70+ years,294,All causes,99,Smoking,3,Rate,2015,1944.480463862,2434.622123837,1442.7840709690001
1,Deaths,6,China,1,Male,26,70+ years,294,All causes,102,Alcohol use,3,Rate,2015,336.91353164599997,392.62217469499996,281.578744762
1,Deaths,6,China,1,Male,26,70+ years,294,All causes,103,Drug use,3,Rate,2015,40.210751467,44.876924949,32.221409492
1,Deaths,6,China,1,Male,26,70+ years,294,All causes,116,Diet high in red meat,3,Rate,2015,5.069854159999999,8.475840878000001,2.07231551
1,Deaths,6,China,1,Male,26,70+ years,294,All causes,125,Low physical activity,3,Rate,2015,248.26684966700003,307.496311143,195.067597087
1,Deaths,17,Sri Lanka,1,Male,1,Under 5,294,All causes,102,Alcohol use,3,Rate,2015,0.03448694201,0.05424448091,0.02069299114
1,Deaths,17,Sri Lanka,1,Male,1,Under 5,294,All causes,103,Drug use,3,Rate,2015,0.0021786458860000003,0.0027798501280000003,0.0016920509440000002
1,Deaths,61,Moldova,3,Both,26,70+ years,294,All causes,99,Smoking,3,Rate,2015,418.075546622,496.976915747,349.828600883
1,Deaths,61,Moldova,3,Both,26,70+ years,294,All causes,102,Alcohol use,3,Rate,2015,309.995561838,994.6238249539999,-363.00399806400003
1,Deaths,61,Moldova,3,Both,26,70+ years,294,All causes,103,Drug use,3,Rate,2015,17.653108807,23.391481955,13.158856018
1,Deaths,61,Moldova,3,Both,26,70+ years,294,All causes,116,Diet high in red meat,3,Rate,2015,1.203589272,2.226435208,0.3836786618
1,Deaths,61,Moldova,3,Both,26,70+ years,294,All causes,125,Low physical activity,3,Rate,2015,413.197791204,538.953300565,294.952490367
1,Deaths,44,Bosnia and Herzegovina,3,Both,1,Under 5,294,All causes,102,Alcohol use,3,Rate,2015,0.04458437957,0.09100822354,0.01962415723
1,Deaths,44,Bosnia and Herzegovina,3,Both,1,Under 5,294,All causes,103,Drug use,3,Rate,2015,0.003494749024,0.005791230961,0.0021434829020000002
1,Deaths,62,Russia,1,Male,25,50-69 years,294,All causes,99,Smoking,3,Rate,2015,832.2563953700001,904.176663607,758.063420653
1,Deaths,62,Russia,1,Male,25,50-69 years,294,All causes,102,Alcohol use,3,Rate,2015,416.45308956499997,524.0490194409999,291.334046051
1,Deaths,62,Russia,1,Male,25,50-69 years,294,All causes,103,Drug use,3,Rate,2015,53.779297741,61.636208557,46.313693747
1,Deaths,62,Russia,1,Male,25,50-69 years,294,All causes,116,Diet high in red meat,3,Rate,2015,2.382100138,4.145218918,0.7659351468000001
1,Deaths,62,Russia,1,Male,25,50-69 years,294,All causes,125,Low physical activity,3,Rate,2015,69.354608422,97.75521466500001,40.783709846
1,Deaths,62,Russia,1,Male,26,70+ years,294,All causes,99,Smoking,3,Rate,2015,1745.152845979,1942.516677082,1563.416048884
1,Deaths,62,Russia,1,Male,26,70+ years,294,All causes,102,Alcohol use,3,Rate,2015,196.785130538,971.8756191430001,-622.959109023
1,Deaths,62,Russia,1,Male,26,70+ years,294,All causes,103,Drug use,3,Rate,2015,47.407083912,54.009235464,39.838103112
1,Deaths,62,Russia,1,Male,26,70+ years,294,All causes,116,Diet high in red meat,3,Rate,2015,6.789259350999999,12.464859174,1.841801713
1,Deaths,62,Russia,1,Male,26,70+ years,294,All causes,125,Low physical activity,3,Rate,2015,435.975380242,563.0684085190001,313.870701939
1,Deaths,27,Samoa,3,Both,22,All Ages,294,All causes,99,Smoking,3,Rate,2015,60.664577177,78.108831076,46.085857321
1,Deaths,27,Samoa,3,Both,22,All Ages,294,All causes,102,Alcohol use,3,Rate,2015,9.351838526,12.173175492,6.7219145419999995
1,Deaths,27,Samoa,3,Both,22,All Ages,294,All causes,103,Drug use,3,Rate,2015,1.443771089,2.029384268,1.012231405
1,Deaths,27,Samoa,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,3,Rate,2015,0.7188793006,1.474735927,0.1475134695
1,Deaths,27,Samoa,3,Both,22,All Ages,294,All causes,125,Low physical activity,3,Rate,2015,31.320712878,39.53986743,24.092898821000002
1,Deaths,17,Sri Lanka,1,Male,22,All Ages,294,All causes,99,Smoking,3,Rate,2015,75.824413216,107.314810157,50.727080088
1,Deaths,17,Sri Lanka,1,Male,22,All Ages,294,All causes,102,Alcohol use,3,Rate,2015,34.620243241,46.744887368,23.536857042999998
1,Deaths,17,Sri Lanka,1,Male,22,All Ages,294,All causes,103,Drug use,3,Rate,2015,6.837381807,9.770022734000001,4.308385542
1,Deaths,17,Sri Lanka,1,Male,22,All Ages,294,All causes,116,Diet high in red meat,3,Rate,2015,0.00194618579,0.005747612519,0.0002724932058
1,Deaths,17,Sri Lanka,1,Male,22,All Ages,294,All causes,125,Low physical activity,3,Rate,2015,24.718081112999997,33.833601628,16.955692263
1,Deaths,22,Fiji,2,Female,23,5-14 years,294,All causes,102,Alcohol use,3,Rate,2015,0.2831879328,0.4404335414,0.1636171078
1,Deaths,22,Fiji,2,Female,23,5-14 years,294,All causes,103,Drug use,3,Rate,2015,0.007855229001,0.01618611094,0.0025659238289999996
1,Deaths,22,Fiji,2,Female,24,15-49 years,294,All causes,99,Smoking,3,Rate,2015,11.310360424,17.241692693999997,6.647792179
1,Deaths,22,Fiji,2,Female,24,15-49 years,294,All causes,102,Alcohol use,3,Rate,2015,3.787050809,5.274093201,2.553396371
1,Deaths,22,Fiji,2,Female,24,15-49 years,294,All causes,103,Drug use,3,Rate,2015,0.9106297512,1.3137052519999999,0.6427760127000001
1,Deaths,22,Fiji,2,Female,24,15-49 years,294,All causes,116,Diet high in red meat,3,Rate,2015,1.503736621,3.0297998820000003,0.2261008603
1,Deaths,22,Fiji,2,Female,24,15-49 years,294,All causes,125,Low physical activity,3,Rate,2015,10.90359583,15.684413665,7.240120613
1,Deaths,17,Sri Lanka,2,Female,1,Under 5,294,All causes,102,Alcohol use,3,Rate,2015,0.02514946686,0.03929199011,0.01537435423
1,Deaths,17,Sri Lanka,2,Female,1,Under 5,294,All causes,103,Drug use,3,Rate,2015,0.00657898056,0.01027211454,0.004373481133
1,Deaths,55,Slovenia,2,Female,25,50-69 years,294,All causes,99,Smoking,3,Rate,2015,58.643706142999996,68.455631845,49.839174608
1,Deaths,55,Slovenia,2,Female,25,50-69 years,294,All causes,102,Alcohol use,3,Rate,2015,41.63091362,47.244920279,36.155205453
1,Deaths,55,Slovenia,2,Female,25,50-69 years,294,All causes,103,Drug use,3,Rate,2015,4.003831418,6.137214223,2.45625597
1,Deaths,55,Slovenia,2,Female,25,50-69 years,294,All causes,116,Diet high in red meat,3,Rate,2015,1.968371362,3.3799016820000003,0.6403622592
1,Deaths,55,Slovenia,2,Female,25,50-69 years,294,All causes,125,Low physical activity,3,Rate,2015,12.244263779999999,14.873137115999999,9.716460045
1,Deaths,66,Brunei,2,Female,25,50-69 years,294,All causes,99,Smoking,3,Rate,2015,73.640479241,89.175475296,58.414321393
1,Deaths,66,Brunei,2,Female,25,50-69 years,294,All causes,102,Alcohol use,3,Rate,2015,-1.3380632479999999,9.508342191,-12.733585027
1,Deaths,66,Brunei,2,Female,25,50-69 years,294,All causes,103,Drug use,3,Rate,2015,0.3230127504,0.4361376341,0.22992267079999998
1,Deaths,66,Brunei,2,Female,25,50-69 years,294,All causes,116,Diet high in red meat,3,Rate,2015,1.768035872,3.1618099459999995,0.5786412657
1,Deaths,66,Brunei,2,Female,25,50-69 years,294,All causes,125,Low physical activity,3,Rate,2015,41.706775664,49.501378089,34.838455031
1,Deaths,33,Armenia,2,Female,25,50-69 years,294,All causes,99,Smoking,3,Rate,2015,47.441525385,59.974304167999996,36.138476571
1,Deaths,33,Armenia,2,Female,25,50-69 years,294,All causes,102,Alcohol use,3,Rate,2015,4.466096289,12.399820843999999,-2.86157283
1,Deaths,33,Armenia,2,Female,25,50-69 years,294,All causes,103,Drug use,3,Rate,2015,3.4691955080000003,4.923009328,2.335325735
1,Deaths,33,Armenia,2,Female,25,50-69 years,294,All causes,116,Diet high in red meat,3,Rate,2015,1.648261969,2.922546264,0.52888754
1,Deaths,33,Armenia,2,Female,25,50-69 years,294,All causes,125,Low physical activity,3,Rate,2015,33.537103445,42.869345634,24.977326393
1,Deaths,1,Global,1,Male,1,Under 5,294,All causes,102,Alcohol use,3,Rate,2015,0.2564461738,0.3573216418,0.18048751829999998
1,Deaths,1,Global,1,Male,1,Under 5,294,All causes,103,Drug use,3,Rate,2015,0.2631209327,0.36109645409999996,0.1976884505
1,Deaths,33,Armenia,3,Both,25,50-69 years,294,All causes,99,Smoking,3,Rate,2015,322.40243162999997,356.545159593,287.3867983
1,Deaths,33,Armenia,3,Both,25,50-69 years,294,All causes,102,Alcohol use,3,Rate,2015,29.546307632999998,43.555273442,15.469877689999999
1,Deaths,33,Armenia,3,Both,25,50-69 years,294,All causes,103,Drug use,3,Rate,2015,12.965290807,16.493636940000002,9.093096014
1,Deaths,33,Armenia,3,Both,25,50-69 years,294,All causes,116,Diet high in red meat,3,Rate,2015,1.750335468,3.023425052,0.5890756711
